Episode,Agent Ep NAV,Market Ep NAV,Agent CumSum NAV,Market CumSum NAV,Difference,Strategy Wins (%)
1,0.006842705642777076,0.022187837227225282,0.006842705642777076,0.022187837227225282,-0.015345131584448207,
2,0.3045524982133457,0.16543040058812708,0.31139520385612274,0.18761823781535236,0.1391220976252186,
3,0.19308226261185377,0.15239262259002517,0.5044774664679765,0.34001086040537754,0.040689640021828594,
4,0.014031920474662037,0.1325709742858573,0.5185093869426386,0.4725818346912348,-0.11853905381119526,
5,-0.05726070184572756,0.1712739837207542,0.461248685096911,0.643855818411989,-0.22853468556648177,
6,-0.2956888580992636,0.06283703707342381,0.16555982699764743,0.7066928554854128,-0.3585258951726874,
7,-0.007343200818621126,0.13223683329641078,0.1582166261790263,0.8389296887818236,-0.13958003411503192,
8,0.16182743742005076,-0.10218491351287251,0.32004406359907706,0.7367447752689511,0.2640123509329233,
9,0.2074335193132917,0.20279736556341188,0.5274775829123688,0.939542140832363,0.004636153749879829,
10,0.024801911176640008,0.12052559893119186,0.5522794940890088,1.060067739763555,-0.09572368775455185,
11,-0.1503910440361205,0.14426669021660055,0.4018884500528883,1.2043344299801555,-0.294657734252721,
12,0.11516479269786502,0.03400097902690158,0.5170532427507534,1.238335409007057,0.08116381367096344,
13,0.11843470049282455,0.019229983953142904,0.6354879432435779,1.2575653929602,0.09920471653968164,
14,0.04017056232095289,0.1698661476394605,0.6756585055645308,1.4274315405996605,-0.1296955853185076,
15,-0.05284205595853214,0.1375718657577215,0.6228164496059987,1.5650034063573819,-0.19041392171625365,
16,-0.10494844364118996,0.16595912100405008,0.5178680059648088,1.730962527361432,-0.27090756464524,
17,-0.17291089292285688,0.17634955833735932,0.34495711304195187,1.9073120856987913,-0.3492604512602162,
18,-0.19240051901641053,-0.05852741672287454,0.15255659402554134,1.8487846689759166,-0.133873102293536,
19,-0.04005553465314757,0.1274969605189359,0.11250105937239377,1.9762816294948524,-0.16755249517208345,
20,0.06080007884723906,0.14068770397921526,0.17330113821963283,2.1169693334740676,-0.0798876251319762,
21,0.10745863914654724,0.1257001480473947,0.2807597773661801,2.242669481521462,-0.01824150890084747,
22,-0.20141192123851548,0.1583662130118847,0.0793478561276646,2.4010356945333466,-0.3597781342504002,
23,-0.08305172681694249,0.021892763266160076,-0.0037038706892778966,2.4229284577995065,-0.10494449008310257,
24,-0.02695937812269338,0.1107744338501564,-0.030663248811971276,2.533702891649663,-0.13773381197284978,
25,0.07390504606893293,-0.2927457228263125,0.04324179725696166,2.2409571688233503,0.36665076889524545,
26,-0.11881160215356427,0.05114129968439507,-0.07556980489660262,2.2920984685077452,-0.16995290183795936,
27,0.10597334316792087,0.16816142306043547,0.030403538271318253,2.460259891568181,-0.0621880798925146,
28,0.21000096738711788,0.1312325541161341,0.24040450565843613,2.591492445684315,0.07876841327098377,
29,-0.13406251918064002,0.03888466584087458,0.10634198647779611,2.6303771115251893,-0.1729471850215146,
30,-0.013718210462006308,-0.0472845416327391,0.0926237760157898,2.5830925698924503,0.03356633117073279,
31,-0.42444573492320786,-0.30429090784816604,-0.33182195890741806,2.2788016620442844,-0.12015482707504183,
32,0.24761584187530522,0.22573751974254153,-0.08420611703211284,2.504539181786826,0.021878322132763695,
