date,ticker,close,low,high
02.Sep.21,WTI,69.99,67.84,70.61
01.Sep.21,WTI,68.59,67.12,69.24
31.Aug.21,WTI,68.50,68.16,69.34
30.Aug.21,WTI,69.21,67.67,69.64
27.Aug.21,WTI,68.74,67.52,69.05
26.Aug.21,WTI,67.42,67.02,68.31
25.Aug.21,WTI,68.36,66.92,68.54
24.Aug.21,WTI,67.54,65.41,67.80
23.Aug.21,WTI,65.64,61.74,66.00
20.Aug.21,WTI,62.32,62.11,64.10
19.Aug.21,WTI,63.69,62.63,64.76
18.Aug.21,WTI,65.46,64.34,67.48
17.Aug.21,WTI,66.59,66.33,67.72
16.Aug.21,WTI,67.29,65.73,68.27
13.Aug.21,WTI,68.44,67.77,69.22
12.Aug.21,WTI,69.09,68.46,69.62
11.Aug.21,WTI,69.25,66.67,69.45
10.Aug.21,WTI,68.29,66.56,68.90
09.Aug.21,WTI,66.48,65.15,67.90
06.Aug.21,WTI,68.28,67.80,70.18
05.Aug.21,WTI,69.09,67.61,69.35
04.Aug.21,WTI,68.15,67.85,70.81
03.Aug.21,WTI,70.56,69.19,71.96
02.Aug.21,WTI,71.26,70.55,73.95
30.Jul.21,WTI,73.95,72.93,74.23
29.Jul.21,WTI,73.62,72.26,73.68
28.Jul.21,WTI,72.39,71.70,72.60
27.Jul.21,WTI,71.65,71.08,72.33
26.Jul.21,WTI,71.91,70.56,72.43
23.Jul.21,WTI,72.07,71.39,72.21
22.Jul.21,WTI,71.91,69.86,72.03
21.Jul.21,WTI,70.30,66.44,70.51
20.Jul.21,WTI,67.42,65.21,67.65
19.Jul.21,WTI,66.42,65.63,71.67
16.Jul.21,WTI,71.81,70.41,72.30
15.Jul.21,WTI,71.65,71.40,72.96
14.Jul.21,WTI,73.13,72.21,75.44
13.Jul.21,WTI,75.25,73.68,75.52
12.Jul.21,WTI,74.10,73.16,74.93
09.Jul.21,WTI,74.56,72.72,74.76
08.Jul.21,WTI,72.94,70.76,73.26
07.Jul.21,WTI,72.20,71.07,74.86
06.Jul.21,WTI,73.37,72.94,76.98
02.Jul.21,WTI,75.16,74.41,75.62
01.Jul.21,WTI,75.23,73.39,76.22
30.Jun.21,WTI,73.47,72.82,74.14
29.Jun.21,WTI,72.98,71.97,73.81
28.Jun.21,WTI,72.91,72.62,74.45
25.Jun.21,WTI,74.05,72.85,74.18
24.Jun.21,WTI,73.30,72.32,73.61
23.Jun.21,WTI,73.08,72.82,74.25
22.Jun.21,WTI,73.06,72.94,73.95
21.Jun.21,WTI,73.66,71.15,73.96
18.Jun.21,WTI,71.64,70.16,72.17
17.Jun.21,WTI,71.04,69.77,72.30
16.Jun.21,WTI,72.15,71.61,72.99
15.Jun.21,WTI,72.12,70.81,72.49
14.Jun.21,WTI,70.88,70.65,71.78
11.Jun.21,WTI,70.91,69.68,71.24
10.Jun.21,WTI,70.29,68.68,70.65
09.Jun.21,WTI,69.96,69.46,70.62
08.Jun.21,WTI,70.05,68.47,70.27
07.Jun.21,WTI,69.23,68.93,70.00
04.Jun.21,WTI,69.62,68.33,69.76
03.Jun.21,WTI,68.81,68.19,69.40
02.Jun.21,WTI,68.83,67.78,69.00
