Episode,Agent Ep NAV,Market Ep NAV,Agent CumSum NAV,Market CumSum NAV,Difference,Strategy Wins (%)
1,0.006842705642777076,0.022187837227225282,0.006842705642777076,0.022187837227225282,-0.015345131584448207,
2,0.24558364592083679,0.10962548214843315,0.25242635156361387,0.13181331937565843,0.13595816377240363,
3,0.19308226261185377,0.15239262259002517,0.4455086141754676,0.2842059419656836,0.040689640021828594,
4,0.014031920474662037,0.1325709742858573,0.4595405346501297,0.4167769162515409,-0.11853905381119526,
5,-0.05726070184572756,0.1712739837207542,0.4022798328044021,0.5880508999722951,-0.22853468556648177,
6,-0.2956888580992636,0.06283703707342381,0.10659097470513851,0.6508879370457189,-0.3585258951726874,
7,-0.007343200818621126,0.13223683329641078,0.09924777388651738,0.7831247703421297,-0.13958003411503192,
8,0.16182743742005076,-0.10218491351287251,0.26107521130656813,0.6809398568292572,0.2640123509329233,
9,0.2074335193132917,0.20279736556341188,0.46850873061985987,0.883737222392669,0.004636153749879829,
10,0.024801911176640008,0.12052559893119186,0.49331064179649986,1.004262821323861,-0.09572368775455185,
11,-0.1503910440361205,0.14426669021660055,0.3429195977603794,1.1485295115404615,-0.294657734252721,
12,0.11516479269786502,0.03400097902690158,0.4580843904582444,1.182530490567363,0.08116381367096344,
13,0.16961344701221676,-0.12943094412980505,0.6276978374704612,1.0530995464375579,0.2990443911420218,
14,0.04017056232095289,0.1698661476394605,0.667868399791414,1.2229656940770184,-0.1296955853185076,
15,-0.05284205595853214,0.1375718657577215,0.6150263438328818,1.3605375598347398,-0.19041392171625365,
16,0.22457659450942322,0.08199502697377437,0.839602938342305,1.4425325868085142,0.14258156753564885,
17,-0.18118165335260433,0.17634955833735932,0.6584212849897007,1.6188821451458735,-0.35753121168996366,
18,-0.1926197499971088,-0.05852741672287454,0.46580153499259186,1.560354728422999,-0.13409233327423425,
19,-0.0767095888336308,0.1274969605189359,0.38909194615896103,1.6878516889419348,-0.20420654935256669,
20,0.02273370294680156,0.14068770397921526,0.4118256491057626,1.82853939292115,-0.1179540010324137,
21,0.12301646214245412,0.1257001480473947,0.5348421112482167,1.9542395409685447,-0.002683685904940586,
22,-0.13621845729697582,0.1583662130118847,0.3986236539512409,2.1126057539804295,-0.2945846703088605,
23,-0.07254748464180323,0.021892763266160076,0.32607616930943767,2.1344985172465893,-0.0944402479079633,
24,0.00951963681653643,0.1107744338501564,0.3355958061259741,2.2452729510967457,-0.10125479703361996,
25,0.029752922469231564,-0.08897279879312048,0.3653487285952057,2.156300152303625,0.11872572126235204,
26,0.0030263226914135424,0.17955715420725382,0.36837505128661924,2.3358573065108788,-0.1765308315158403,
27,0.0865238993014818,0.16816142306043547,0.45489895058810104,2.5040187295713143,-0.08163752375895367,
28,-0.011492498577404066,0.1312325541161341,0.44340645201069695,2.6352512836874484,-0.14272505269353816,
29,-0.183211993169019,0.41004068348863576,0.2601944588416779,3.0452919671760843,-0.5932526766576548,
30,-0.14191207438126668,-0.0472845416327391,0.11828238446041123,2.9980074255433453,-0.09462753274852759,
31,-0.5226095442458305,-0.30429090784816604,-0.4043271597854193,2.6937165176951794,-0.21831863639766447,
32,0.2732647842907985,0.22573751974254153,-0.1310623754946208,2.919454037437721,0.04752726454825695,
33,-0.19470194373338506,-0.12386839054155485,-0.32576431922800586,2.795585646896166,-0.07083355319183021,
34,0.1546839731633648,0.022187837227225282,-0.17108034606464106,2.817773484123391,0.13249613593613951,
35,0.07946609942907475,0.05360133705673309,-0.09161424663556632,2.871374821180124,0.025864762372341657,
36,0.1744896811132547,0.06193745184323962,0.08287543447768837,2.933312273023364,0.11255222927001507,
37,-0.026697728604166426,0.19552108839986548,0.056177705873521944,3.1288333614232293,-0.2222188170040319,
38,5.956933375991791e-05,0.20556545977989105,0.05623727520728186,3.3343988212031204,-0.20550589044613113,
39,0.16389206377963447,0.161542678969694,0.22012933898691633,3.4959415001728145,0.0023493848099404857,
40,0.017730710801702906,0.10714850020782296,0.23786004978861924,3.6030900003806376,-0.08941778940612005,
41,0.04033506128122866,0.07756588975967693,0.2781951110698479,3.6806558901403146,-0.037230828478448275,
42,0.03023879212217581,-0.12664676924760243,0.3084339031920237,3.554009120892712,0.15688556136977824,
43,-0.16215527676605893,0.11737808761484492,0.14627862642596476,3.671387208507557,-0.2795333643809038,
44,-0.15591923886794723,-0.06668500315508452,-0.009640612441982471,3.6047022053524724,-0.08923423571286271,
45,0.007907434226863887,0.22064939925196492,-0.0017331782151185846,3.825351604604437,-0.21274196502510104,
46,0.016952440811927098,0.12338148720000097,0.015219262596808513,3.948733091804438,-0.10642904638807388,
47,-0.11538431153019878,0.04497996631693524,-0.10016504893339026,3.993713058121373,-0.16036427784713403,
48,-0.35844691058419725,-0.071052708232757,-0.4586119595175875,3.9226603498886163,-0.28739420235144025,
49,0.03232707811310198,0.14712552066106677,-0.4262848814044855,4.069785870549683,-0.11479844254796479,
50,-0.005477795889659421,0.298641949567374,-0.4317626772941449,4.368427820117057,-0.3041197454570334,
51,-0.14176362988157015,0.11719296456571027,-0.5735263071757151,4.485620784682768,-0.2589565944472804,
